0,000182690018146
0,000174479230813
0,000162163049815
0,000145330935783
0,00017365815208
0,000161341971082
0,000161341971082
0,000170784376514
0,00017488977018
0,000163394667915
0,000197469435344
0,000157236577416
0,000154773341216
0,000168731679681
0,000156826038049
0,00014574147515
0,000202395907744
0,000197879974711
0,000201985368377
0,000189258648011
0,000180637321313
0,000181458400045
0,000188437569279
0,000191311344845
0,000161752510449
0,000151899565649
0,000190079726745
0,000151078486915
0,000156004959315
0,000149436329449
0,000153541723116
0,000228259887841
0,000205269683311
0,00017488977018
0,000185153254346
0,000168731679681
0,000190900805478
0,000160110352983
0,000166678982847
0,000147383632617
0,000159699813615
0,000145330935784
0,00018351109688
0,000182690018146
0,000210196155709
0,000231544202773
0,000167910600947
0,000195827277878
0,000162573589181
0,000235239057073
0,000210196155709
0,000192542962944
0,000215533167475
0,000160110352983
0,000208553998242
0,000166268443481
0,000219638561141
0,000151078486917
0,000193364041678
0,000170373837147
0,000161341971081
0,000215533167475
0,000183921636244
0,000161341971081
0,000166678982849
0,000175710848914
0,000164626286015
0,000175300309547
0,000158468195515
0,000167910600947
0,000160931431715
0,000148204711351
0,000191311344846
0,000150667947551
0,000177353006379
0,000242218226305
0,000217996403677
0,000160110352983
0,000155594419947
0,000152310105015
0,000224154494173
0,000183921636243
0,000156826038047
0,000174068691447
0,000189669187378
0,000197469435346
0,000156415498683
0,000198701053446
0,00019172188421
0,000189669187382
0,000252071171104
0,000220049100509
0,000231954742141
0,000182690018146
0,000196237817242
0,000178174085114
0,00016667898285
0,000163394667915
0,000440098201015
0,000151899565648
0,000227028269737
0,000178995163846
0,000165447364747
0,000150667947551
0,00019172188421
0,000146973093248
0,000221691257973
0,000190900805478
0,000224154494173
0,000204448604574
0,000220049100509
0,000149025790083
0,000195827277878
0,000196237817246
0,000194595659778
0,000150257408183
0,00018556379371
0,000149025790083
0,000218817482409
0,000194595659774
0,000185974333078
0,000183921636246
0,000153541723115
0,000178584624482
0,000161752510451
0,000207322380142
0,000159699813615
0,000216764785577
0,000159289274251
0,000213069931277
0,000153131183747
0,000171605455247
0,00019664835661
0,000245092001872
0,000193364041678
0,000158878734883
0,000222512336709
0,000191311344846
0,000190900805478
0,000183100557514
0,000159699813615
0,000193364041678
0,000186384872446
0,000211838313177
0,000160110352979
0,000175710848911
0,000158878734879
0,000184742714978
0,000164215746651
0,000173658152086
0,000209785616342
0,000151078486915
0,00018638487245
0,00015148902628
0,000197058895978
0,000173247612715
0,000214712088741
0,000200343210913
0,000195006199142
0,00024303930504
0,000203627525849
0,000220459639877
0,000195827277878
0,000223743954805
0,000165036825379
0,000201985368378
0,000201164289642
0,000262334655268
0,000165447364743
0,000150667947551
0,000215533167477
0,000151489026287
0,000197058895978
0,000173247612715
0,00016791060095
0,000168321140315
0,000198701053449
0,00015148902628
0,000191311344842
0,000194185120414
0,000189669187378
0,000152310105015
0,000221280718613
0,000151078486915
0,000165036825379
0,000216354246213
0,000162163049815
0,000158468195515
0,000218406943041
0,000148615250716
0,000165036825379
0,000178174085114
0,000174479230814
0,000231954742141
0,000197469435342
0,000203627525842
0,000154362801844
0,00014533093578
0,000195006199142
0,000173247612715
0,000193364041678
0,000186384872443
0,000159699813615
0,00017160545525
0,000151078486915
0,00018884810865
0,000223333415441
0,000151899565651
0,000176121388279
0,000204448604578
0,000151489026287
0,000150667947551
0,000160110352979
0,000187205951178
0,000183511096878
0,000171605455243
0,000160110352979
0,000149436329444
0,000192542962942
0,000178174085107
0,000203627525849
0,000201164289642
0,000163805207286
0,000228259887841
0,000145741475144
0,00017530030955
0,000149846868815
0,000146973093251
0,000160110352986
0,000149436329451
0,000146152014516
0,000150667947551
0,000147383632616
0,000201164289642
0,000173247612715
0,000164626286015
0,000169963297779
0,00019131134485
0,000153131183751
0,000150667947544
0,000160931431715
